0.5    0.677
0.2    0.598
0.1    0.0416
0.05   0.0201
0.02   0.00721
0.01   0.00294
0.005  0.000813
0.002  0.000461
0.001  0.000805
0.0005 0.00109
0.0002 0.00121
0.0001 0.00126
